word,hiragana,romaji,pos,category,domain,source
終幕,しゅうまく,shumaku,普通名詞,抽象物,文化・芸術,juman
終末,しゅうまつ,shumatsu,普通名詞,時間,,juman
種目,しゅもく,shumoku,普通名詞,抽象物,スポーツ,juman
宗門,しゅうもん,shumon,普通名詞,抽象物,文化・芸術,juman
旬,しゅん,shun,普通名詞,時間,,juman
春分,しゅんぶん,shunbun,時相名詞,時間,,juman
周年,しゅうねん,shunen,普通名詞,時間,,juman
春菊,しゅんぎく,shungiku,普通名詞,植物;人工物-食べ物,料理・食事,juman
朱肉,しゅにく,shuniku,普通名詞,人工物-その他,ビジネス;家庭・暮らし,juman
春秋,しゅんじゅう,shunju,普通名詞,時間,,juman
瞬間,しゅんかん,shunkan,時相名詞,時間,,juman
春季,しゅんき,shunki,時相名詞,時間,,juman
春本,しゅんぽん,shunpon,普通名詞,人工物-その他;抽象物,文化・芸術,juman
春節,しゅんせつ,shunsetsu,普通名詞,時間,,juman
俊足,しゅんそく,shunsoku,普通名詞,人,スポーツ,juman
出帆,しゅっぱん,shuppan,サ変名詞,抽象物,交通,juman
出発,しゅっぱつ,shuppatsu,サ変名詞,抽象物,,manual
出品,しゅっぴん,shuppin,サ変名詞,抽象物,文化・芸術,juman
集落,しゅうらく,shuraku,普通名詞,場所-その他,,juman
終列車,しゅうれっしゃ,shuressha,普通名詞,人工物-乗り物,交通,juman
修理,しゅうり,shuri,サ変名詞,抽象物,,manual
収録,しゅうろく,shuroku,サ変名詞,抽象物,文化・芸術;メディア,juman
秀作,しゅうさく,shusaku,普通名詞,抽象物,文化・芸術,juman
集成材,しゅうせいざい,shuseizai,普通名詞,人工物-その他,,juman
首席,しゅせき,shuseki,普通名詞,人,教育・学習,juman
終身,しゅうしん,shushin,普通名詞,時間,,juman
主食,しゅしょく,shushoku,普通名詞,人工物-食べ物,料理・食事,juman
宗祖,しゅうそ,shuso,普通名詞,人,文化・芸術,juman
出札,しゅっさつ,shussatsu,サ変名詞,抽象物,交通,juman
出生,しゅっせい,shussei,サ変名詞,抽象物,家庭・暮らし,juman
出席,しゅっせき,shusseki,サ変名詞,抽象物,,manual
出身,しゅっしん,shusshin,普通名詞,抽象物,,manual
出走,しゅっそう,shusso,サ変名詞,抽象物,スポーツ,juman
秋水,しゅうすい,shusui,普通名詞,自然物,,juman
修得,しゅうとく,shutoku,サ変名詞,抽象物,教育・学習,juman
姑,しゅうとめ,shutome,普通名詞,人,家庭・暮らし,juman
出題,しゅつだい,shutsudai,サ変名詞,抽象物,教育・学習,juman
出動,しゅつどう,shutsudo,サ変名詞,抽象物,,manual
出演,しゅつえん,shutsuen,サ変名詞,抽象物,文化・芸術,juman
出現,しゅつげん,shutsugen,サ変名詞,抽象物,,manual
出陣,しゅつじん,shutsujin,サ変名詞,抽象物,,manual
出場,しゅつじょう,shutsujo,サ変名詞,抽象物,スポーツ,juman
出塁,しゅつるい,shutsurui,サ変名詞,抽象物,スポーツ,juman
出典,しゅってん,shutten,普通名詞,抽象物,文化・芸術,juman
終夜,しゅうや,shuya,時相名詞,時間,,juman
主役,しゅやく,shuyaku,普通名詞,人,文化・芸術,juman
総当たり,そうあたり,soatari,サ変名詞,抽象物,スポーツ,juman
総花,そうばな,sobana,普通名詞,人工物-金銭,,juman
そぼろ,そぼろ,soboro,普通名詞,人工物-食べ物,料理・食事,juman
袖,そで,sode,普通名詞,人工物-衣類,,juman
袖口,そでぐち,sodeguchi,普通名詞,人工物-その他,,juman
祖父母,そふぼ,sofubo,普通名詞,人,家庭・暮らし,juman
双眼鏡,そうがんきょう,sogankyo,普通名詞,人工物-その他,,juman
送迎,そうげい,sogei,サ変名詞,抽象物,,manual
僧正,そうじょう,sojo,普通名詞,人,文化・芸術,juman
操縦桿,そうじゅうかん,sojukan,普通名詞,人工物-その他,交通,juman
即決,そっけつ,sokketsu,サ変名詞,抽象物,,manual
側根,そっこん,sokkon,普通名詞,植物-部位,,juman
即興,そっきょう,sokkyo,普通名詞,抽象物,,manual
底力,そこぢから,sokojikara,普通名詞,抽象物,,manual
側壁,そくへき,sokuheki,普通名詞,場所-施設部位,,juman
即時,そくじ,sokuji,普通名詞,時間,,juman
即日,そくじつ,sokujitsu,時相名詞,時間,,juman
側面,そくめん,sokumen,普通名詞,場所-その他,,juman
測量,そくりょう,sokuryo,サ変名詞,抽象物,,manual
側線,そくせん,sokusen,普通名詞,場所-施設,交通,juman
促進,そくしん,sokushin,サ変名詞,抽象物,,manual
側室,そくしつ,sokushitsu,普通名詞,人,,juman
速達,そくたつ,sokutatsu,サ変名詞,抽象物,,manual
測定,そくてい,sokutei,サ変名詞,抽象物,,manual
即答,そくとう,sokuto,サ変名詞,抽象物,,manual
即座,そくざ,sokuza,普通名詞,抽象物,,manual
走馬灯,そうまとう,somato,普通名詞,人工物-その他,,juman
奏鳴曲,そうめいきょく,someikyoku,普通名詞,抽象物,文化・芸術,juman
染め物,そめもの,somemono,普通名詞,人工物-その他,,juman
索麺,そうめん,somen,普通名詞,人工物-食べ物,料理・食事,juman
その後,そのご,sonogo,時相名詞,時間,,juman
其辺,そのへん,sonohen,普通名詞,場所-その他,,juman
その頃,そのころ,sonokoro,時相名詞,時間,,juman
其の者,そのもの,sonomono,普通名詞,人,,juman
其先,そのさき,sonosaki,普通名詞,場所-機能;時間,,juman
村落,そんらく,sonraku,普通名詞,場所-その他,,juman
村立,そんりつ,sonritsu,普通名詞,抽象物,教育・学習;ビジネス;政治,juman
尊師,そんし,sonshi,普通名詞,人,文化・芸術,juman
尊属,そんぞく,sonzoku,普通名詞,組織・団体,家庭・暮らし;政治,juman
空,そら,sora,普通名詞,場所-自然,,juman
空色,そらいろ,sorairo,普通名詞,色,,juman
空豆,そらまめ,soramame,普通名詞,植物;人工物-食べ物,料理・食事,juman
空耳,そらみみ,soramimi,普通名詞,抽象物,,manual
空模様,そらもよう,soramoyo,普通名詞,抽象物,,manual
空似,そらに,sorani,普通名詞,抽象物,,manual
橇,そり,sori,普通名詞,人工物-乗り物,レクリエーション;交通,juman
創立,そうりつ,soritsu,サ変名詞,抽象物,,manual
十露盤,そろばん,soroban,普通名詞,人工物-その他,教育・学習,juman
揃い踏み,そろいぶみ,soroibumi,サ変名詞,抽象物,スポーツ,juman
藻類,そうるい,sorui,普通名詞,植物,,juman
僧侶,そうりょ,soryo,普通名詞,人,文化・芸術,juman
走力,そうりょく,soryoku,普通名詞,抽象物,スポーツ,juman
創作,そうさく,sosaku,サ変名詞,抽象物,,manual
双生児,そうせいじ,soseiji,普通名詞,人,,juman
層積雲,そうせきうん,sosekiun,普通名詞,自然物,,juman
粗品,そしな,soshina,普通名詞,人工物-その他,,juman
装身具,そうしんぐ,soshingu,普通名詞,人工物-衣類,家庭・暮らし,juman
粗食,そしょく,soshoku,サ変名詞,人工物-食べ物,料理・食事,juman
早春,そうしゅん,soshun,時相名詞,時間,,juman
率先,そっせん,sossen,サ変名詞,抽象物,,manual
草炭,そうたん,sotan,普通名詞,自然物,,juman
外堀,そとぼり,sotobori,普通名詞,場所-施設,,juman
外側,そとがわ,sotogawa,普通名詞,場所-機能,,juman
外回り,そとまわり,sotomawari,サ変名詞,抽象物,,juman
外海,そとうみ,sotomi,普通名詞,場所-自然,,juman
卒園,そつえん,sotsuen,サ変名詞,抽象物,教育・学習,juman
卒業,そつぎょう,sotsugyo,サ変名詞,抽象物,教育・学習,juman
そよ風,そよかぜ,soyokaze,普通名詞,抽象物,,juman
総菜,そうざい,sozai,普通名詞,人工物-食べ物,料理・食事,juman
素足,すあし,suashi,普通名詞,動物-部位,,juman
昴,すばる,subaru,普通名詞,自然物,,juman
滑り台,すべりだい,suberidai,普通名詞,人工物-その他,レクリエーション,juman
滑り止め,すべりどめ,suberidome,普通名詞,人工物-その他,,juman
簾,すだれ,sudare,普通名詞,人工物-その他,家庭・暮らし,juman
素通り,すどおり,sudori,サ変名詞,抽象物,,juman
末,すえ,sue,時相名詞,時間,,juman
末っ子,すえっこ,suekko,普通名詞,人,家庭・暮らし,juman
末娘,すえむすめ,suemusume,普通名詞,人,家庭・暮らし,juman
姿,すがた,sugata,普通名詞,抽象物;形・模様,,juman
菅笠,すげがさ,sugegasa,普通名詞,人工物-衣類,家庭・暮らし,juman
杉,すぎ,sugi,普通名詞,植物,,juman
杉菜,すぎな,sugina,普通名詞,植物,,juman
巣篭り,すごもり,sugomori,サ変名詞,抽象物,,juman
双六,すごろく,sugoroku,普通名詞,抽象物,レクリエーション,juman
素肌,すはだ,suhada,普通名詞,動物-部位,,juman
水圧,すいあつ,suiatsu,普通名詞,抽象物,,manual
水墨,すいぼく,suiboku,普通名詞,抽象物,文化・芸術,juman
水分,すいぶん,suibun,普通名詞,自然物,,juman
水中,すいちゅう,suichu,普通名詞,場所-その他,,juman
水夫,すいふ,suifu,普通名詞,人,,juman
吸い殻,すいがら,suigara,普通名詞,人工物-その他,料理・食事,juman
水銀,すいぎん,suigin,普通名詞,自然物,,juman
水牛,すいぎゅう,suigyu,普通名詞,動物,,juman
炊飯,すいはん,suihan,サ変名詞,抽象物,料理・食事,juman
水域,すいいき,suiiki,普通名詞,場所-その他,,juman
水蒸気,すいじょうき,suijoki,普通名詞,自然物,,juman
水系,すいけい,suikei,普通名詞,場所-自然,,juman
水門,すいもん,suimon,普通名詞,場所-施設,,juman
吸い物,すいもの,suimono,普通名詞,人工物-食べ物,料理・食事,juman
水脈,すいみゃく,suimyaku,普通名詞,場所-自然,,juman
推理,すいり,suiri,サ変名詞,抽象物,,manual
水成岩,すいせいがん,suiseigan,普通名詞,自然物,,juman
水仙,すいせん,suisen,普通名詞,植物,,juman
水晶,すいしょう,suisho,普通名詞,自然物,,juman
水素,すいそ,suiso,普通名詞,自然物,,juman
推測,すいそく,suisoku,サ変名詞,抽象物,,manual
水滴,すいてき,suiteki,普通名詞,自然物,,juman
水曜日,すいようび,suiyobi,時相名詞,時間,,juman
水浴,すいよく,suiyoku,サ変名詞,抽象物,家庭・暮らし,juman
水族,すいぞく,suizoku,普通名詞,動物,,juman
筋,すじ,suji,普通名詞,動物-部位;人工物-食べ物,,juman
筋立て,すじだて,sujidate,普通名詞,抽象物,文化・芸術,juman
筋書き,すじがき,sujigaki,普通名詞,抽象物,文化・芸術,juman
筋金,すじがね,sujigane,普通名詞,人工物-その他,,juman
筋雲,すじぐも,sujigumo,普通名詞,自然物,,juman
筋交い,すじかい,sujikai,普通名詞,人工物-その他;場所-機能,家庭・暮らし,juman
筋道,すじみち,sujimichi,普通名詞,抽象物,,manual
助っ人,すけっと,suketto,普通名詞,人,,juman
好き嫌い,すききらい,sukikirai,サ変名詞,抽象物,,juman
枢機卿,すうききょう,sukikyo,普通名詞,人,文化・芸術,juman
すきっ腹,すきっぱら,sukippara,普通名詞,抽象物,料理・食事,juman
数寄屋,すきや,sukiya,普通名詞,場所-施設,,juman
鋤焼き,すきやき,sukiyaki,普通名詞,人工物-食べ物,料理・食事,juman
掬い投げ,すくいなげ,sukuinage,普通名詞,抽象物,スポーツ,juman
救い主,すくいぬし,sukuinushi,普通名詞,人,,juman
住まい,すまい,sumai,普通名詞,場所-施設,家庭・暮らし,juman
炭,すみ,sumi,普通名詞,自然物,,juman
炭火,すみび,sumibi,普通名詞,自然物,家庭・暮らし;料理・食事,juman
墨絵,すみえ,sumie,普通名詞,人工物-その他;抽象物,文化・芸術,juman
住みか,すみか,sumika,普通名詞,場所-施設,家庭・暮らし,juman
炭焼き,すみやき,sumiyaki,普通名詞,抽象物,,juman
隅々,すみずみ,sumizumi,普通名詞,抽象物,,manual
砂,すな,suna,普通名詞,自然物,,juman
砂場,すなば,sunaba,普通名詞,場所-その他,レクリエーション,juman
砂埃,すなぼこり,sunabokori,普通名詞,自然物,,juman
砂時計,すなどけい,sunadokei,普通名詞,人工物-その他,,juman
砂浜,すなはま,sunahama,普通名詞,場所-自然,,juman
砂地,すなじ,sunaji,普通名詞,場所-その他,,juman
砂煙,すなけむり,sunakemuri,普通名詞,自然物,,juman
砂山,すなやま,sunayama,普通名詞,場所-自然,,juman
臑齧り,すねかじり,sunekajiri,サ変名詞,人,家庭・暮らし,juman
寸劇,すんげき,sungeki,普通名詞,抽象物,文化・芸術,juman
簀子,すのこ,sunoko,普通名詞,人工物-その他,,juman
酢の物,すのもの,sunomono,普通名詞,人工物-食べ物,料理・食事,juman
寸前,すんぜん,sunzen,普通名詞,場所-機能;時間,,juman
すっぽん,すっぽん,suppon,普通名詞,動物;人工物-食べ物,料理・食事,juman
摺り鉢,すりばち,suribachi,普通名詞,人工物-その他,料理・食事,juman
擂り粉木,すりこぎ,surikogi,普通名詞,人工物-その他,料理・食事,juman
摺り身,すりみ,surimi,普通名詞,人工物-食べ物,料理・食事,juman
刷り物,すりもの,surimono,普通名詞,人工物-その他;抽象物,文化・芸術;メディア,juman
鯣,するめ,surume,普通名詞,人工物-食べ物,料理・食事,juman
鮨,すし,sushi,普通名詞,人工物-食べ物,料理・食事,juman
鮨飯,すしめし,sushimeshi,普通名詞,人工物-食べ物,料理・食事,juman
鮨屋,すしや,sushiya,普通名詞,場所-施設,料理・食事,juman
裾野,すその,susono,普通名詞,場所-自然,,juman
煤,すす,susu,普通名詞,自然物,,juman
煤払い,すすはらい,susuharai,サ変名詞,抽象物,,juman
すすき,すすき,susuki,普通名詞,植物,,juman
捨て場,すてば,suteba,普通名詞,場所-その他,家庭・暮らし,juman
錫,すず,suzu,普通名詞,自然物,,juman
鈴懸,すずかけ,suzukake,普通名詞,植物,,juman
雀,すずめ,suzume,普通名詞,動物,,juman
鈴虫,すずむし,suzumushi,普通名詞,動物,,juman
鈴蘭,すずらん,suzuran,普通名詞,植物,,juman
硯,すずり,suzuri,普通名詞,人工物-その他,文化・芸術,juman
硯箱,すずりばこ,suzuribako,普通名詞,人工物-その他,文化・芸術,juman
束,たば,taba,普通名詞,人工物-その他,,juman
食べ頃,たべごろ,tabegoro,普通名詞,時間,料理・食事,juman
食べ物,たべもの,tabemono,普通名詞,人工物-食べ物,料理・食事,juman
旅人,たびびと,tabibito,普通名詞,人,レクリエーション,juman
旅鳥,たびどり,tabidori,普通名詞,動物,,juman
旅路,たびじ,tabiji,普通名詞,抽象物,レクリエーション;家庭・暮らし;交通,juman
旅支度,たびじたく,tabijitaku,サ変名詞,抽象物,レクリエーション,juman
旅先,たびさき,tabisaki,普通名詞,場所-その他,,juman
立場,たちば,tachiba,普通名詞,抽象物,,manual
橘,たちばな,tachibana,普通名詞,植物,,juman
立ちげいこ,たちげいこ,tachigeiko,サ変名詞,抽象物,文化・芸術,juman
立ち聞き,たちぎき,tachigiki,サ変名詞,抽象物,,juman
立ち食い,たちぐい,tachigui,サ変名詞,抽象物,料理・食事,juman
立ち木,たちき,tachiki,普通名詞,植物,,juman
立ち往生,たちおうじょう,tachiojo,サ変名詞,抽象物,,juman
立ち泳ぎ,たちおよぎ,tachioyogi,サ変名詞,抽象物,スポーツ,juman
太刀魚,たちうお,tachiuo,普通名詞,動物;人工物-食べ物,料理・食事,juman
立ち読み,たちよみ,tachiyomi,サ変名詞,抽象物,,juman
只今,ただいま,tadaima,時相名詞,時間,,juman
直中,ただなか,tadanaka,普通名詞,場所-機能;時間,,juman
只乗り,ただのり,tadanori,サ変名詞,抽象物,交通,juman
蓼,たで,tade,普通名詞,植物,,juman
絶え間,たえま,taema,普通名詞,時間,,juman
田畑,たはた,tahata,普通名詞,場所-その他,,juman
鯛,たい,tai,普通名詞,動物;人工物-食べ物,料理・食事,juman
体当たり,たいあたり,taiatari,サ変名詞,抽象物,,juman
大木,たいぼく,taiboku,普通名詞,植物,,juman
対頂角,たいちょうかく,taichokaku,普通名詞,場所-その他,教育・学習,juman
体液,たいえき,taieki,普通名詞,自然物,健康・医学,juman
台風,たいふう,taifu,普通名詞,抽象物,,manual
大河,たいが,taiga,普通名詞,場所-自然,,juman
退学,たいがく,taigaku,サ変名詞,抽象物,教育・学習,juman
大敗,たいはい,taihai,サ変名詞,抽象物,スポーツ,juman
堆肥,たいひ,taihi,普通名詞,人工物-その他,,juman
隊員,たいいん,taiin,普通名詞,人,,juman
太陰暦,たいいんれき,taiinreki,普通名詞,時間,文化・芸術,juman
体格,たいかく,taikaku,普通名詞,抽象物,,manual
対角線,たいかくせん,taikakusen,普通名詞,形・模様,教育・学習,juman
体験,たいけん,taiken,サ変名詞,抽象物,,manual
対決,たいけつ,taiketsu,サ変名詞,抽象物,スポーツ,juman
大国,たいこく,taikoku,普通名詞,場所-その他,,juman
大曲,たいきょく,taikyoku,普通名詞,抽象物,文化・芸術,juman
松明,たいまつ,taimatsu,普通名詞,人工物-その他,,juman
隊列,たいれつ,tairetsu,普通名詞,形・模様,,juman
大陸,たいりく,tairiku,普通名詞,場所-自然,,juman
対立,たいりつ,tairitsu,サ変名詞,抽象物,,manual
体力,たいりょく,tairyoku,普通名詞,抽象物,,manual
対策,たいさく,taisaku,普通名詞,抽象物,,manual
泰山木,たいさんぼく,taisanboku,普通名詞,植物,,juman
体質,たいしつ,taishitsu,普通名詞,抽象物,,manual
大食,たいしょく,taishoku,サ変名詞,抽象物,料理・食事,juman
大衆,たいしゅう,taishu,普通名詞,人,,juman
大敵,たいてき,taiteki,普通名詞,人,,juman
鯛焼き,たいやき,taiyaki,普通名詞,人工物-食べ物,料理・食事,juman
大役,たいやく,taiyaku,普通名詞,抽象物,,manual
太陽,たいよう,taiyo,普通名詞,自然物,,juman
太陽暦,たいようれき,taiyoreki,普通名詞,時間,文化・芸術,juman
大山,たいざん,taizan,普通名詞,場所-自然,,juman
他日,たじつ,tajitsu,時相名詞,時間,,juman
鷹,たか,taka,普通名詞,動物,,juman
高台,たかだい,takadai,普通名詞,場所-その他,,juman
高鼾,たかいびき,takaibiki,普通名詞,抽象物,家庭・暮らし,juman
多角形,たかくけい,takakukei,普通名詞,形・模様,,juman
高波,たかなみ,takanami,普通名詞,抽象物,,manual
高根,たかね,takane,普通名詞,場所-自然,,juman
高望み,たかのぞみ,takanozomi,サ変名詞,抽象物,,juman
宝,たから,takara,普通名詞,人工物-その他,,juman
宝船,たからぶね,takarabune,普通名詞,人工物-乗り物,,juman
宝籤,たからくじ,takarakuji,普通名詞,人工物-その他,レクリエーション,juman
宝物,たからもの,takaramono,普通名詞,抽象物,,manual
高潮,たかしお,takashio,普通名詞,抽象物,,manual
高跳び,たかとび,takatobi,サ変名詞,抽象物,スポーツ,juman
高床,たかゆか,takayuka,普通名詞,場所-施設部位,,juman
岳,たけ,take,普通名詞,場所-自然,,juman
竹籤,たけひご,takehigo,普通名詞,人工物-その他,,juman
竹篭,たけかご,takekago,普通名詞,人工物-その他,,juman
丈比べ,たけくらべ,takekurabe,サ変名詞,抽象物,家庭・暮らし,juman
筍,たけのこ,takenoko,普通名詞,植物-部位;人工物-食べ物,料理・食事,juman
竹蜻蛉,たけとんぼ,taketonbo,普通名詞,人工物-その他,レクリエーション,juman
竹取,たけとり,taketori,普通名詞,抽象物,,manual
竹馬,たけうま,takeuma,普通名詞,人工物-その他,レクリエーション,juman
竹藪,たけやぶ,takeyabu,普通名詞,場所-自然,,juman
竹細工,たけざいく,takezaiku,普通名詞,人工物-その他,,juman
竹筒,たけづつ,takezutsu,普通名詞,人工物-その他,,juman
滝,たき,taki,普通名詞,場所-自然,,juman
焚き火,たきび,takibi,サ変名詞,抽象物,家庭・暮らし,juman
炊き出し,たきだし,takidashi,サ変名詞,抽象物,料理・食事,juman
滝壺,たきつぼ,takitsubo,普通名詞,場所-自然,,juman
蛸,たこ,tako,普通名詞,動物;人工物-食べ物,料理・食事,juman
蛸焼き,たこやき,takoyaki,普通名詞,人工物-食べ物,料理・食事,juman
沢庵,たくあん,takuan,普通名詞,人工物-食べ物,料理・食事,juman
宅地,たくち,takuchi,普通名詞,場所-その他,,juman
托鉢,たくはつ,takuhatsu,サ変名詞,抽象物,文化・芸術,juman
拓本,たくほん,takuhon,普通名詞,抽象物,文化・芸術,juman
卓上,たくじょう,takujo,普通名詞,場所-その他,,juman
弾,たま,tama,普通名詞,人工物-その他,,juman
卵,たまご,tamago,普通名詞,人工物-食べ物;自然物,,juman
卵焼き,たまごやき,tamagoyaki,普通名詞,人工物-食べ物,料理・食事,juman
玉串,たまぐし,tamagushi,普通名詞,植物-部位,文化・芸術,juman
賜物,たまもの,tamamono,普通名詞,人工物-その他,,juman
玉虫,たまむし,tamamushi,普通名詞,動物,,juman
玉葱,たまねぎ,tamanegi,普通名詞,植物;人工物-食べ物,料理・食事,juman
溜まり場,たまりば,tamariba,普通名詞,場所-その他,,juman
魂,たましい,tamashii,普通名詞,抽象物,文化・芸術,juman
玉突き,たまつき,tamatsuki,サ変名詞,抽象物,レクリエーション;交通,juman
溜め池,ためいけ,tameike,普通名詞,場所-その他,,juman
溜め息,ためいき,tameiki,普通名詞,抽象物,,juman
民,たみ,tami,普通名詞,人,,juman
袂,たもと,tamoto,普通名詞,人工物-その他,,juman
棚,たな,tana,普通名詞,人工物-その他;場所-施設部位,,juman
七夕,たなばた,tanabata,普通名詞,抽象物,家庭・暮らし,juman
淡墨,たんぼく,tanboku,普通名詞,色,,juman
種,たね,tane,普通名詞,人工物-その他,,juman
種油,たねあぶら,taneabura,普通名詞,自然物,料理・食事,juman
種明かし,たねあかし,taneakashi,サ変名詞,抽象物,文化・芸術,juman
種芋,たねいも,taneimo,普通名詞,植物,,juman
種蒔き,たねまき,tanemaki,サ変名詞,抽象物,,juman
谷,たに,tani,普通名詞,場所-自然,,juman
谷あい,たにあい,taniai,普通名詞,場所-自然,,juman
谷川,たにがわ,tanigawa,普通名詞,場所-自然,,juman
谷間,たにま,tanima,普通名詞,場所-自然,,juman
谷底,たにそこ,tanisoko,普通名詞,場所-自然,,juman
誕生日,たんじょうび,tanjobi,普通名詞,時間,家庭・暮らし,juman
胆汁,たんじゅう,tanju,普通名詞,自然物,健康・医学,juman
短期,たんき,tanki,時相名詞,時間,,juman
単行本,たんこうぼん,tankobon,普通名詞,人工物-その他;抽象物,文化・芸術,juman
反物,たんもの,tanmono,普通名詞,人工物-その他,家庭・暮らし,juman
蛋白,たんぱく,tanpaku,普通名詞,自然物,健康・医学;料理・食事,juman
単品,たんぴん,tanpin,普通名詞,人工物-その他,,juman
たんぽぽ,たんぽぽ,tanpopo,普通名詞,植物,,juman
単複,たんぷく,tanpuku,普通名詞,抽象物,スポーツ,juman
鍛錬,たんれん,tanren,サ変名詞,抽象物,,manual
炭酸,たんさん,tansan,普通名詞,自然物,料理・食事,juman
短針,たんしん,tanshin,普通名詞,人工物-その他,,juman
淡色,たんしょく,tanshoku,普通名詞,色,,juman
短縮,たんしゅく,tanshuku,サ変名詞,抽象物,,manual
炭素,たんそ,tanso,普通名詞,自然物,,juman
嘆息,たんそく,tansoku,サ変名詞,抽象物,,manual
淡水,たんすい,tansui,普通名詞,自然物,,juman
探偵,たんてい,tantei,サ変名詞,人,,juman
狸,たぬき,tanuki,普通名詞,動物,,juman
短冊,たんざく,tanzaku,普通名詞,人工物-その他,文化・芸術,juman
鱈,たら,tara,普通名詞,動物;人工物-食べ物,料理・食事,juman
盥,たらい,tarai,普通名詞,人工物-その他,家庭・暮らし,juman
鱈子,たらこ,tarako,普通名詞,人工物-食べ物;自然物,料理・食事,juman
垂れ幕,たれまく,taremaku,普通名詞,人工物-その他,,juman
多神教,たしんきょう,tashinkyo,普通名詞,抽象物,文化・芸術,juman
足し算,たしざん,tashizan,サ変名詞,抽象物,教育・学習,juman
黄昏,たそがれ,tasogare,普通名詞,時間,,juman
達成,たっせい,tassei,サ変名詞,抽象物,,manual
助け船,たすけぶね,tasukebune,普通名詞,抽象物,,juman
多数決,たすうけつ,tasuketsu,普通名詞,抽象物,,manual
襷掛け,たすきがけ,tasukigake,普通名詞,抽象物,家庭・暮らし,juman
畳,たたみ,tatami,普通名詞,人工物-その他,家庭・暮らし,juman
畳敷き,たたみじき,tatamijiki,普通名詞,抽象物,家庭・暮らし,juman
塔頭,たっちゅう,tatchu,普通名詞,場所-その他,文化・芸術,juman
盾,たて,tate,普通名詞,人工物-その他,,juman
竪穴,たてあな,tateana,普通名詞,場所-その他,,juman
縦笛,たてぶえ,tatebue,普通名詞,人工物-その他,文化・芸術,juman
立て札,たてふだ,tatefuda,普通名詞,人工物-その他,,juman
縦書き,たてがき,tategaki,サ変名詞,抽象物,,juman
鬣,たてがみ,tategami,普通名詞,動物-部位,,juman
竪琴,たてごと,tategoto,普通名詞,人工物-その他,文化・芸術,juman
建具,たてぐ,tategu,普通名詞,人工物-その他,家庭・暮らし,juman
縦糸,たていと,tateito,普通名詞,人工物-その他,,juman
縦軸,たてじく,tatejiku,普通名詞,形・模様,,juman
縦縞,たてじま,tatejima,普通名詞,形・模様,,juman
縦画,たてかく,tatekaku,普通名詞,形・模様,,juman
立て看板,たてかんばん,tatekanban,普通名詞,人工物-その他,,juman
建物,たてもの,tatemono,普通名詞,場所-施設,,juman
建て売り,たてうり,tateuri,普通名詞,場所-施設;抽象物,家庭・暮らし,juman
建屋,たてや,tateya,普通名詞,場所-施設,,juman
達人,たつじん,tatsujin,普通名詞,人,,juman
竜巻,たつまき,tatsumaki,普通名詞,抽象物,,manual
俵,たわら,tawara,普通名詞,人工物-その他,,juman
束子,たわし,tawashi,普通名詞,人工物-その他,家庭・暮らし,juman
手綱,たづな,tazuna,普通名詞,人工物-その他,,juman
手垢,てあか,teaka,普通名詞,自然物,,juman
手洗い,てあらい,tearai,サ変名詞,抽象物,家庭・暮らし,juman
手引き,てびき,tebiki,サ変名詞,抽象物,,juman
手袋,てぶくろ,tebukuro,普通名詞,人工物-衣類,家庭・暮らし,juman
手拍子,てびょうし,tebyoshi,サ変名詞,抽象物,文化・芸術,juman
手帳,てちょう,techo,普通名詞,人工物-その他,家庭・暮らし;ビジネス,juman
手玉,てだま,tedama,普通名詞,人工物-その他,,juman
手助け,てだすけ,tedasuke,サ変名詞,抽象物,,juman
手拭き,てふき,tefuki,普通名詞,人工物-その他,料理・食事,juman
手掛かり,てがかり,tegakari,普通名詞,抽象物,,juman
手書き,てがき,tegaki,サ変名詞,抽象物,,juman
手応え,てごたえ,tegotae,普通名詞,抽象物,,juman
天蚕糸,てぐす,tegusu,普通名詞,人工物-その他,レクリエーション,juman
手本,てほん,tehon,普通名詞,人工物-その他;抽象物,文化・芸術,juman
定番,ていばん,teiban,普通名詞,抽象物,,manual
堤防,ていぼう,teibo,普通名詞,場所-施設,,juman
低木,ていぼく,teiboku,普通名詞,植物,,juman
定置網,ていちあみ,teichiami,普通名詞,人工物-その他,,juman
停泊,ていはく,teihaku,サ変名詞,抽象物,交通,juman
剃髪,ていはつ,teihatsu,サ変名詞,抽象物,文化・芸術,juman
定時,ていじ,teiji,普通名詞,時間,,juman
定刻,ていこく,teikoku,普通名詞,時間,交通,juman
帝京,ていきょう,teikyo,普通名詞,場所-その他,,juman
弟妹,ていまい,teimai,普通名詞,人,家庭・暮らし,juman
手入れ,ていれ,teire,サ変名詞,抽象物,,juman
定例,ていれい,teirei,普通名詞,抽象物,,manual
停留所,ていりゅうじょ,teiryujo,普通名詞,場所-施設,交通,juman
偵察,ていさつ,teisatsu,サ変名詞,抽象物,,manual
停車場,ていしゃば,teishaba,普通名詞,場所-施設,交通,juman
停止,ていし,teishi,サ変名詞,抽象物,,manual
定食,ていしょく,teishoku,普通名詞,人工物-食べ物,料理・食事,juman
提出,ていしゅつ,teishutsu,サ変名詞,抽象物,,manual
邸宅,ていたく,teitaku,普通名詞,場所-施設,家庭・暮らし,juman
定点,ていてん,teiten,普通名詞,場所-機能,,juman
手品,てじな,tejina,普通名詞,抽象物,文化・芸術,juman
手順,てじゅん,tejun,普通名詞,抽象物,,manual
