word,hiragana,romaji,pos,category,domain,source
猛禽類,もうきんるい,mokinrui,普通名詞,動物,,juman
目下,もっか,mokka,時相名詞,時間,,juman
木管,もっかん,mokkan,普通名詞,人工物-その他,文化・芸術,juman
木馬,もくば,mokuba,普通名詞,人工物-その他,レクリエーション,juman
木彫,もくちょう,mokucho,普通名詞,抽象物,文化・芸術,juman
黙読,もくどく,mokudoku,サ変名詞,抽象物,教育・学習,juman
目撃,もくげき,mokugeki,サ変名詞,抽象物,,manual
木魚,もくぎょ,mokugyo,普通名詞,人工物-その他,文化・芸術,juman
木版,もくはん,mokuhan,普通名詞,人工物-その他;抽象物,文化・芸術,juman
木片,もくへん,mokuhen,普通名詞,植物-部位;人工物-その他,,juman
目標,もくひょう,mokuhyo,普通名詞,抽象物,,manual
木螺子,もくねじ,mokuneji,普通名詞,人工物-その他,,juman
木蓮,もくれん,mokuren,普通名詞,植物,,juman
目録,もくろく,mokuroku,普通名詞,抽象物,,manual
木星,もくせい,mokusei,普通名詞,自然物,,juman
木炭,もくたん,mokutan,普通名詞,自然物,,juman
目的,もくてき,mokuteki,普通名詞,抽象物,,manual
木曜,もくよう,mokuyo,時相名詞,時間,,juman
木曜日,もくようび,mokuyobi,時相名詞,時間,,juman
木材,もくざい,mokuzai,普通名詞,人工物-その他,,juman
目前,もくぜん,mokuzen,普通名詞,場所-その他;時間,,juman
網膜,もうまく,momaku,普通名詞,動物-部位,健康・医学,juman
揉め事,もめごと,momegoto,普通名詞,抽象物,,juman
樅,もみ,momi,普通名詞,植物,,juman
籾殻,もみがら,momigara,普通名詞,植物-部位,,juman
桃,もも,momo,普通名詞,植物;人工物-食べ物,料理・食事,juman
股引き,ももひき,momohiki,普通名詞,人工物-衣類,家庭・暮らし,juman
桃色,ももいろ,momoiro,普通名詞,色,,juman
百種,ももくさ,momokusa,普通名詞,植物,,juman
門番,もんばん,monban,普通名詞,人,,juman
問題,もんだい,mondai,普通名詞,抽象物,,manual
問答,もんどう,mondo,サ変名詞,抽象物,,manual
門衛,もんえい,monei,普通名詞,人,,juman
門構え,もんがまえ,mongamae,普通名詞,場所-施設,,juman
文句,もんく,monku,普通名詞,抽象物,,manual
物,もの,mono,普通名詞,人工物-その他,,juman
物覚え,ものおぼえ,monoboe,普通名詞,抽象物,,juman
物語,ものがたり,monogatari,サ変名詞,抽象物,文化・芸術,juman
物干し,ものほし,monohoshi,普通名詞,人工物-その他,家庭・暮らし,juman
物陰,ものかげ,monokage,普通名詞,場所-その他,,juman
物書き,ものかき,monokaki,普通名詞,人,文化・芸術,juman
物置,ものおき,monoki,普通名詞,人工物-その他,,juman
物思い,ものおもい,monomoi,普通名詞,抽象物,,juman
物貰い,ものもらい,monomorai,普通名詞,動物-部位,健康・医学,juman
物差し,ものさし,monosashi,普通名詞,人工物-その他,,juman
物知り,ものしり,monoshiri,普通名詞,抽象物,,juman
物忘れ,ものわすれ,monowasure,サ変名詞,抽象物,,juman
もんぺ,もんぺ,monpe,普通名詞,人工物-衣類,家庭・暮らし,juman
門主,もんしゅ,monshu,普通名詞,人,,juman
門弟,もんてい,montei,普通名詞,人,文化・芸術;教育・学習,juman
紋付き,もんつき,montsuki,普通名詞,人工物-衣類,家庭・暮らし,juman
貰い泣き,もらいなき,morainaki,サ変名詞,抽象物,,juman
森,もり,mori,普通名詞,場所-自然,,juman
盛り合わせ,もりあわせ,moriawase,普通名詞,人工物-食べ物,料理・食事,juman
盛り蕎麦,もりそば,morisoba,普通名詞,人工物-食べ物,料理・食事,juman
盛り土,もりつち,moritsuchi,普通名詞,人工物-その他,,juman
諸肌,もろはだ,morohada,普通名詞,動物-部位,,juman
もろこし,もろこし,morokoshi,普通名詞,植物;人工物-食べ物,料理・食事,juman
諸手,もろて,morote,普通名詞,動物-部位,,juman
双差し,もろざし,morozashi,普通名詞,抽象物,スポーツ,juman
孟宗竹,もうそうちく,mosochiku,普通名詞,植物,,juman
持て成し,もてなし,motenashi,サ変名詞,抽象物,料理・食事,juman
元,もと,moto,普通名詞,場所-機能;抽象物,,juman
元締め,もとじめ,motojime,普通名詞,人,,juman
元栓,もとせん,motosen,普通名詞,人工物-その他,家庭・暮らし,juman
萌やし,もやし,moyashi,普通名詞,植物;人工物-食べ物,料理・食事,juman
模様替え,もようがえ,moyogae,サ変名詞,抽象物,家庭・暮らし,juman
最寄り,もより,moyori,普通名詞,場所-その他,,juman
無駄遣い,むだづかい,mudazukai,サ変名詞,抽象物,,juman
麦,むぎ,mugi,普通名詞,植物,料理・食事,juman
麦畑,むぎばたけ,mugibatake,普通名詞,場所-その他,,juman
麦笛,むぎぶえ,mugibue,普通名詞,人工物-その他,,juman
麦茶,むぎちゃ,mugicha,普通名詞,人工物-食べ物,料理・食事,juman
麦飯,むぎめし,mugimeshi,普通名詞,人工物-食べ物,料理・食事,juman
麦藁,むぎわら,mugiwara,普通名詞,植物-部位,,juman
無言,むごん,mugon,普通名詞,抽象物,,manual
無医村,むいそん,muison,普通名詞,場所-その他,健康・医学,juman
無人,むじん,mujin,普通名詞,抽象物,,manual
百足,むかで,mukade,普通名詞,動物,,juman
零余子,むかご,mukago,普通名詞,植物-部位,料理・食事,juman
向かい風,むかいかぜ,mukaikaze,普通名詞,抽象物,,juman
昔,むかし,mukashi,時相名詞,時間,,juman
剥き身,むきみ,mukimi,普通名詞,人工物-食べ物,料理・食事,juman
婿,むこ,muko,普通名詞,人,家庭・暮らし,juman
向こう側,むこうがわ,mukogawa,普通名詞,場所-機能,,juman
向こう岸,むこうぎし,mukogishi,普通名詞,場所-自然,,juman
向こう脛,むこうずね,mukozune,普通名詞,動物-部位,,juman
椋鳥,むくどり,mukudori,普通名詞,動物,,juman
木槿,むくげ,mukuge,普通名詞,植物,,juman
無名,むめい,mumei,普通名詞,抽象物,,manual
胸鰭,むなびれ,munabire,普通名詞,動物-部位,,juman
棟木,むなぎ,munagi,普通名詞,人工物-その他,,juman
胸倉,むなぐら,munagura,普通名詞,動物-部位,,juman
胸元,むなもと,munamoto,普通名詞,動物-部位,,juman
胸騒ぎ,むなさわぎ,munasawagi,普通名詞,抽象物,,juman
棟,むね,mune,普通名詞,場所-施設,,juman
棟割り,むねわり,munewari,普通名詞,抽象物,家庭・暮らし,juman
村人,むらびと,murabito,普通名詞,人,,juman
村外れ,むらはずれ,murahazure,普通名詞,場所-その他,,juman
紫,むらさき,murasaki,普通名詞,色,,juman
村里,むらざと,murazato,普通名詞,場所-その他,,juman
無線,むせん,musen,普通名詞,人工物-その他,,juman
武者震い,むしゃぶるい,mushaburui,サ変名詞,抽象物,,juman
虫,むし,mushi,普通名詞,動物,,juman
虫歯,むしば,mushiba,普通名詞,動物-部位,健康・医学,juman
虫干し,むしぼし,mushiboshi,サ変名詞,抽象物,家庭・暮らし,juman
虫籠,むしかご,mushikago,普通名詞,人工物-その他,レクリエーション,juman
虫けら,むしけら,mushikera,普通名詞,動物,,juman
